Durusdinium15234	K08805
Durusdinium14484	K12823
Durusdinium8483	K10380
Durusdinium63855	K08798
Durusdinium49853	K01580
Durusdinium22777	K03824
Durusdinium26075	K04646
Durusdinium6682	K15504
Durusdinium338	K14617
Durusdinium51421	K06994
Durusdinium1171	K04852
Durusdinium83540	K05681
Durusdinium48807	K07198
Durusdinium4296	K00602
Durusdinium12527	K03969
Durusdinium7728	K14411
Durusdinium35013	K08891
Durusdinium18790	K00799
Durusdinium97808	K01076
Durusdinium62989	K01139
Durusdinium71981	K10380
Durusdinium22120	K14947
Durusdinium77887	K17732
Durusdinium61923	K00894
Durusdinium48436	K24940
Durusdinium68000	K03252
Durusdinium23968	K09420
Durusdinium3567	K14338
Durusdinium85861	K15341
Durusdinium95985	K16795
Durusdinium5517	K06180
Durusdinium95791	K15377
Durusdinium2628	K13126
Durusdinium84524	K12132
Durusdinium110842	K14791
Durusdinium60832	K08997
Durusdinium96820	K14797
Durusdinium72341	K17964
Durusdinium15888	K00033
Durusdinium17693	K05011
Durusdinium66654	K10839
Durusdinium87061	K16462
Durusdinium12811	K06133
Durusdinium8795	K05849
Durusdinium85027	K08341
Durusdinium63710	K18066
Durusdinium42240	K06694
Durusdinium35136	K03177
Durusdinium60792	K19801
Durusdinium110327	K10260
Durusdinium60074	K03695
Durusdinium106663	K04354
Durusdinium9684	K12891
Durusdinium21853	K03294
Durusdinium15100	K20161
Durusdinium107552	K10277
Durusdinium87186	K03671
Durusdinium107844	K10848
Durusdinium84046	K10027
Durusdinium9517	K06711
Durusdinium28959	K03869
Durusdinium25952	K05011
Durusdinium22382	K02959
Durusdinium20192	K17872
Durusdinium11808	K14997
Durusdinium74535	K17725
Durusdinium23439	K25808
Durusdinium83472	K10380
Durusdinium73501	K24936
Durusdinium20561	K16602
Durusdinium9795	K08848
Durusdinium1596	K10380
Durusdinium48646	K17914
Durusdinium21754	K25230
Durusdinium3262	K03319
Durusdinium99285	K10442
Durusdinium4861	K11687
Durusdinium6724	K14416
Durusdinium3367	K02575
Durusdinium87327	K10380
Durusdinium60808	K10862
Durusdinium63896	K19600
Durusdinium4253	K13412
Durusdinium85591	K03246
Durusdinium26718	K25792
Durusdinium72712	K13023
Durusdinium23157	K19942
Durusdinium26525	K02036
Durusdinium7280	K11407
Durusdinium19894	K20032
Durusdinium2645	K20295
Durusdinium23077	K10380
Durusdinium49165	K08866
Durusdinium5884	K11136
Durusdinium2631	K07748
Durusdinium62856	K10455
Durusdinium107020	K23424
Durusdinium4272	K12471
Durusdinium22577	K10949
Durusdinium59950	K06228
Durusdinium107800	K08334
Durusdinium25364	K16465
Durusdinium3571	K03265
Durusdinium74556	K04512
Durusdinium63043	K00283
Durusdinium11201	K22935
Durusdinium73653	K00472
Durusdinium23175	K09568
Durusdinium20544	K10380
Durusdinium84419	K07198
Durusdinium110436	K10380
Durusdinium97215	K11434
Durusdinium13062	K08906
Durusdinium3151	K09516
Durusdinium65839	K24104
Durusdinium4072	K20032
Durusdinium96687	K00228
Durusdinium4125	K07512
Durusdinium7058	K08823
Durusdinium5151	K15363
Durusdinium64709	K12132
Durusdinium20110	K11991
Durusdinium72633	K04567
Durusdinium98989	K02951
Durusdinium75933	K14286
Durusdinium1678	K03545
Durusdinium68805	K10413
Durusdinium12104	K24929
Durusdinium108315	K10358
Durusdinium19863	K06130
Durusdinium20210	K10380
Durusdinium3439	K22614
Durusdinium83196	K04955
Durusdinium60376	K07880
Durusdinium109392	K14572
Durusdinium77773	K01580
Durusdinium83246	K09578
Durusdinium32778	K19329
Durusdinium42466	K01953
Durusdinium15671	K25896
Durusdinium95872	K03929
Durusdinium91913	K06861
Durusdinium3539	K04908
Durusdinium6543	K02183
Durusdinium707	K01689
Durusdinium108818	K01365
Durusdinium60987	K23330
Durusdinium75397	K04751
Durusdinium99738	K24723
Durusdinium25350	K15223
Durusdinium83956	K02684
Durusdinium79163	K05643
Durusdinium6361	K04853
Durusdinium7927	K05643
Durusdinium12364	K25378
Durusdinium113005	K17616
Durusdinium94961	K03267
Durusdinium47672	K00548
Durusdinium86220	K13412
Durusdinium357	K14415
Durusdinium84793	K08582
Durusdinium21633	K17943
Durusdinium19980	K15032
Durusdinium95100	K00314
Durusdinium61898	K15276
Durusdinium52131	K04739
Durusdinium23927	K01534
Durusdinium109998	K06891
Durusdinium33475	K02947
Durusdinium97904	K21841
Durusdinium97624	K16196
Durusdinium13878	K03115
Durusdinium111244	K09568
Durusdinium14190	K04905
Durusdinium109239	K23541
Durusdinium728	K19613
Durusdinium59936	K16540
Durusdinium1798	K04908
Durusdinium72533	K13293
Durusdinium108107	K01869
Durusdinium50994	K11086
Durusdinium46368	K25443
Durusdinium15074	K17964
Durusdinium61454	K25587
Durusdinium109694	K14319
Durusdinium7025	K15262
Durusdinium20596	K14411
Durusdinium62183	K13907
Durusdinium19113	K14565
Durusdinium9732	K15271
Durusdinium81838	K05917
Durusdinium44504	K00626
Durusdinium16776	K01115
Durusdinium97044	K14442
Durusdinium60367	K13412
Durusdinium47410	K08292
Durusdinium22070	K24939
Durusdinium19249	K00036
Durusdinium85746	K11798
Durusdinium14461	K25894
Durusdinium66309	K22614
Durusdinium17828	K02218
Durusdinium76938	K00586
Durusdinium66206	K18532
Durusdinium102576	K21989
Durusdinium54394	K00059
Durusdinium109361	K10380
Durusdinium21594	K11594
Durusdinium72109	K14559
Durusdinium3586	K01624
Durusdinium1052	K24982
Durusdinium15752	K20715
Durusdinium13925	K02184
Durusdinium24052	K00558
Durusdinium74305	K23435
Durusdinium18776	K16904
Durusdinium65324	K12620
Durusdinium11477	K10380
Durusdinium77648	K20827
Durusdinium85204	K23257
Durusdinium22623	K13755
Durusdinium8669	K03512
Durusdinium1390	K01872
Durusdinium20976	K02206
Durusdinium9666	K10396
Durusdinium106555	K19422
Durusdinium25921	K10380
Durusdinium87737	K17267
Durusdinium83126	K07399
Durusdinium10714	K01358
Durusdinium33410	K19199
Durusdinium108835	K05542
Durusdinium106804	K04683
Durusdinium19898	K09503
Durusdinium14748	K08848
Durusdinium5035	K03686
Durusdinium16275	K07238
Durusdinium9450	K19613
Durusdinium98948	K10587
Durusdinium277	K02936
Durusdinium47572	K03006
Durusdinium48945	K00434
Durusdinium111685	K13806
Durusdinium81489	K04097
Durusdinium74014	K15692
Durusdinium19337	K03327
Durusdinium20104	K02836
Durusdinium101061	K23539
Durusdinium29855	K00545
Durusdinium8235	K04840
Durusdinium23053	K01783
Durusdinium7355	K13510
Durusdinium106564	K01802
Durusdinium17250	K11844
Durusdinium72053	K00876
Durusdinium16591	K06695
Durusdinium6663	K03321
Durusdinium95201	K05656
Durusdinium72899	K04955
Durusdinium101480	K01113
Durusdinium10889	K17256
Durusdinium106747	K09122
Durusdinium13477	K15535
Durusdinium48390	K00323
Durusdinium21415	K14213
Durusdinium1436	K10407
Durusdinium20991	K12410
Durusdinium49770	K00381
Durusdinium71744	K17506
Durusdinium1613	K00873
Durusdinium24838	K08153
Durusdinium99694	K02889
Durusdinium10363	K24510
Durusdinium85106	K18458
Durusdinium55809	K11129
Durusdinium74054	K12430
Durusdinium98024	K12169
Durusdinium6211	K03978
Durusdinium77058	K13412
Durusdinium94778	K00726
Durusdinium22517	K02641
Durusdinium4958	K09602
Durusdinium16534	K09649
Durusdinium62959	K03768
Durusdinium49916	K13137
Durusdinium11980	K01868
Durusdinium79498	K07056
Durusdinium4004	K01363
Durusdinium27231	K25165
Durusdinium15598	K04851
Durusdinium89760	K05673
Durusdinium97558	K08790
Durusdinium61356	K04854
Durusdinium14769	K14026
Durusdinium106901	K15639
Durusdinium49647	K07376
Durusdinium98793	K01889
Durusdinium90907	K07877
Durusdinium5115	K20843
Durusdinium17269	K06221
Durusdinium7099	K01254
Durusdinium7613	K16284
Durusdinium20294	K08220
Durusdinium7162	K08794
Durusdinium72573	K05757
Durusdinium97443	K01886
Durusdinium19240	K06158
Durusdinium107081	K10573
Durusdinium106732	K04688
Durusdinium97088	K08994
Durusdinium94870	K17907
Durusdinium64804	K00266
Durusdinium16338	K00612
Durusdinium3452	K14944
Durusdinium17362	K14415
Durusdinium8549	K14572
Durusdinium64823	K11407
Durusdinium1807	K14326
Durusdinium15222	K02051
Durusdinium53019	K10380
Durusdinium7251	K20792
Durusdinium15297	K08827
Durusdinium19137	K04043
Durusdinium26287	K11434
Durusdinium36536	K00213
Durusdinium17331	K16290
Durusdinium2858	K07976
Durusdinium4931	K01081
Durusdinium87335	K22763
Durusdinium37152	K03563
Durusdinium111748	K10413
Durusdinium84101	K09527
Durusdinium60359	K00276
Durusdinium40679	K07198
Durusdinium25506	K19041
Durusdinium49467	K07045
Durusdinium87929	K03514
Durusdinium13984	K07017
Durusdinium63684	K01070
Durusdinium26126	K12185
Durusdinium73208	K01784
Durusdinium110478	K16889
Durusdinium85692	K11085
Durusdinium27346	K00503
Durusdinium23548	K14137
Durusdinium60661	K10407
Durusdinium71935	K10956
Durusdinium50204	K10277
Durusdinium33950	K10421
Durusdinium74884	K14407
Durusdinium9124	K21862
Durusdinium107940	K02974
Durusdinium1168	K03259
Durusdinium23119	K01534
Durusdinium4097	K22857
Durusdinium3710	K23330
Durusdinium84020	K14963
Durusdinium24962	K01689
Durusdinium99763	K21440
Durusdinium95721	K15920
Durusdinium63492	K03687
Durusdinium14141	K21440
Durusdinium51202	K01338
Durusdinium29092	K05857
Durusdinium34459	K00413
Durusdinium50295	K03327
Durusdinium17752	K22614
Durusdinium61870	K12854
Durusdinium9294	K11527
Durusdinium101699	K02734
Durusdinium69442	K18050
Durusdinium4282	K08794
Durusdinium63293	K04077
Durusdinium20364	K03283
Durusdinium85497	K10380
Durusdinium5957	K07300
Durusdinium46623	K01607
Durusdinium100316	K13510
Durusdinium83044	K19572
Durusdinium24856	K03424
Durusdinium468	K13861
Durusdinium107693	K14652
Durusdinium273	K12132
Durusdinium2510	K09490
Durusdinium106637	K13412
Durusdinium83844	K15083
Durusdinium31449	K24609
Durusdinium21610	K06942
Durusdinium17063	K08794
Durusdinium97515	K08957
Durusdinium50297	K00249
Durusdinium65504	K20029
Durusdinium42370	K03695
Durusdinium87277	K01802
Durusdinium65252	K19882
Durusdinium62749	K21398
Durusdinium10604	K13614
Durusdinium2176	K10394
Durusdinium8245	K12898
Durusdinium4526	K17943
Durusdinium110025	K11163
Durusdinium96598	K05021
Durusdinium60453	K23490
Durusdinium108262	K00665
Durusdinium83524	K02183
Durusdinium12396	K01090
Durusdinium11114	K23424
Durusdinium72022	K13448
Durusdinium12872	K15109
Durusdinium13685	K19499
Durusdinium89279	K00510
Durusdinium13447	K01166
Durusdinium21905	K03798
Durusdinium23411	K07901
Durusdinium13343	K08827
Durusdinium5058	K04799
Durusdinium22930	K06180
Durusdinium54607	K15287
Durusdinium27662	K03686
Durusdinium48280	K00033
Durusdinium61532	K07374
Durusdinium28202	K05857
Durusdinium16511	K18749
Durusdinium10309	K23567
Durusdinium214	K05516
Durusdinium96149	K04459
Durusdinium95383	K19679
Durusdinium84908	K03084
Durusdinium97913	K01738
Durusdinium109355	K07126
Durusdinium14995	K16606
Durusdinium19696	K01803
Durusdinium9402	K06180
Durusdinium62926	K13606
Durusdinium9172	K01480
Durusdinium84542	K14569
Durusdinium50020	K15196
Durusdinium63487	K08889
Durusdinium74163	K14963
Durusdinium30063	K10355
Durusdinium1558	K15272
Durusdinium19356	K04840
Durusdinium60037	K23354
Durusdinium1097	K02934
Durusdinium84309	K12231
Durusdinium4811	K02357
Durusdinium14597	K03978
Durusdinium2953	K07375
Durusdinium73408	K00810
Durusdinium73928	K04498
Durusdinium60575	K10599
Durusdinium84571	K01692
Durusdinium55753	K12608
Durusdinium5002	K14684
Durusdinium61191	K04043
Durusdinium2914	K13305
Durusdinium61499	K02183
Durusdinium18659	K11412
Durusdinium29689	K16726
Durusdinium73824	K01835
Durusdinium94816	K14863
Durusdinium1830	K11000
Durusdinium65941	K17686
Durusdinium51067	K12373
Durusdinium2496	K24473
Durusdinium15740	K23257
Durusdinium4048	K04628
Durusdinium3578	K05662
Durusdinium65174	K05681
Durusdinium72567	K03762
Durusdinium2740	K04739
Durusdinium86285	K17911
Durusdinium98348	K16911
Durusdinium2903	K05956
Durusdinium17584	K05692
Durusdinium83803	K00344
Durusdinium95851	K08770
Durusdinium4024	K06240
Durusdinium85426	K10380
Durusdinium51765	K08857
Durusdinium84041	K02145
Durusdinium454	K12874
Durusdinium63232	K03455
Durusdinium82277	K10408
Durusdinium101028	K03539
Durusdinium29935	K10260
Durusdinium78102	K14677
Durusdinium98155	K00825
Durusdinium7459	K08151
Durusdinium48366	K08862
Durusdinium62567	K09582
Durusdinium73154	K16364
Durusdinium23418	K14079
Durusdinium116351	K02295
Durusdinium108182	K04908
Durusdinium300	K17943
Durusdinium25981	K18208
Durusdinium3560	K12183
Durusdinium108266	K18416
Durusdinium20754	K05665
Durusdinium71469	K04461
Durusdinium101806	K03358
Durusdinium1725	K16746
Durusdinium49817	K03439
Durusdinium77434	K17618
Durusdinium94991	K04856
Durusdinium109450	K17301
Durusdinium1258	K01974
Durusdinium24163	K03321
Durusdinium9282	K18995
Durusdinium6939	K08582
Durusdinium101534	K00265
Durusdinium59826	K19329
Durusdinium49379	K04780
Durusdinium3878	K19828
Durusdinium32545	K22754
Durusdinium20841	K03695
Durusdinium7539	K16302
Durusdinium84366	K01800
Durusdinium114659	K00872
Durusdinium12422	K15032
Durusdinium3582	K00615
Durusdinium111785	K10408
Durusdinium86783	K19656
Durusdinium83149	K09580
Durusdinium7222	K01802
Durusdinium112335	K00806
Durusdinium2828	K12373
Durusdinium63876	K13347
Durusdinium100121	K10756
Durusdinium19723	K21866
Durusdinium61218	K11584
Durusdinium95101	K04856
Durusdinium3298	K10739
Durusdinium17031	K14326
Durusdinium84014	K09503
Durusdinium87020	K10408
Durusdinium4546	K12389
Durusdinium16794	K16900
Durusdinium84768	K24683
Durusdinium46791	K10408
Durusdinium11709	K14755
Durusdinium39619	K04650
Durusdinium1264	K11808
Durusdinium10495	K10380
Durusdinium73640	K06891
Durusdinium96437	K10380
Durusdinium9043	K24468
Durusdinium72926	K10750
Durusdinium110558	K19225
Durusdinium97237	K07759
Durusdinium14173	K18729
Durusdinium110819	K14290
Durusdinium71719	K07889
Durusdinium6088	K03320
Durusdinium4410	K16608
Durusdinium95262	K09480
Durusdinium24692	K18819
Durusdinium11443	K00476
Durusdinium7895	K03626
Durusdinium14368	K02210
Durusdinium1486	K12877
Durusdinium7632	K02901
Durusdinium45837	K10703
Durusdinium17887	K24353
Durusdinium69446	K17592
Durusdinium13413	K14589
Durusdinium55360	K18703
Durusdinium72305	K17535
Durusdinium114295	K03348
Durusdinium63251	K10380
Durusdinium95159	K13298
Durusdinium86889	K07407
Durusdinium84756	K00344
Durusdinium52042	K10408
Durusdinium16301	K11438
Durusdinium21733	K05592
Durusdinium71675	K01696
Durusdinium42285	K08802
Durusdinium114181	K06147
Durusdinium3769	K06180
Durusdinium1964	K12132
Durusdinium48824	K03043
Durusdinium58056	K11583
Durusdinium46825	K14802
Durusdinium2684	K14165
Durusdinium22943	K17506
Durusdinium63319	K08008
Durusdinium73966	K00503
Durusdinium109729	K03782
Durusdinium77077	K13237
Durusdinium83393	K04892
Durusdinium85351	K01491
Durusdinium26297	K01315
Durusdinium102876	K22866
Durusdinium85182	K01148
Durusdinium23414	K13748
Durusdinium11227	K01785
Durusdinium87173	K04345
Durusdinium59925	K16602
Durusdinium24006	K23802
Durusdinium49976	K02111
Durusdinium85189	K03320
Durusdinium50193	K13100
Durusdinium3390	K08912
Durusdinium96472	K06974
Durusdinium62148	K00761
Durusdinium3278	K14297
Durusdinium14116	K05275
Durusdinium29749	K03696
Durusdinium25536	K10418
Durusdinium25162	K21552
Durusdinium107441	K10866
Durusdinium667	K01689
Durusdinium7760	K01347
Durusdinium107053	K02727
Durusdinium63069	K12733
Durusdinium102739	K14816
Durusdinium48932	K02932
Durusdinium64980	K17757
Durusdinium96463	K25475
Durusdinium32564	K16583
Durusdinium89711	K19757
Durusdinium110441	K23801
Durusdinium55874	K14326
Durusdinium75629	K22753
Durusdinium108676	K10956
Durusdinium61674	K02996
Durusdinium21136	K11323
Durusdinium89578	K10799
Durusdinium99221	K10249
Durusdinium108307	K24469
Durusdinium97395	K18584
Durusdinium23236	K05665
Durusdinium84921	K10380
Durusdinium8826	K10349
Durusdinium60993	K17916
Durusdinium10673	K06911
Durusdinium94880	K14379
Durusdinium71793	K13750
Durusdinium60135	K05619
Durusdinium23874	K10380
Durusdinium8869	K12663
Durusdinium19708	K15634
Durusdinium10270	K01640
Durusdinium9061	K04857
Durusdinium61427	K10268
Durusdinium11874	K10380
Durusdinium17089	K01267
Durusdinium60859	K12603
Durusdinium85607	K04740
Durusdinium63700	K01966
Durusdinium24338	K02930
Durusdinium7842	K13412
Durusdinium30508	K10380
Durusdinium112748	K20293
Durusdinium7520	K10380
Durusdinium20448	K04536
Durusdinium5648	K10454
Durusdinium83195	K02540
Durusdinium52708	K14079
Durusdinium48299	K14776
Durusdinium16346	K15920
Durusdinium108768	K04834
Durusdinium42606	K10407
Durusdinium108017	K03686
Durusdinium115781	K01662
Durusdinium56364	K12619
Durusdinium20792	K06173
Durusdinium5196	K17943
Durusdinium19905	K17681
Durusdinium19453	K10380
Durusdinium73416	K00565
Durusdinium71447	K10380
Durusdinium85976	K08866
Durusdinium24195	K15631
Durusdinium54285	K11354
Durusdinium60509	K00806
Durusdinium42009	K02934
Durusdinium51853	K19765
Durusdinium75822	K17892
Durusdinium22393	K06689
Durusdinium8938	K23741
Durusdinium83655	K04885
Durusdinium112894	K01802
Durusdinium6622	K17278
Durusdinium50133	K16608
Durusdinium4166	K07198
Durusdinium8102	K25166
Durusdinium24096	K04860
Durusdinium15921	K04554
Durusdinium8363	K18408
Durusdinium10208	K12598
Durusdinium85012	K10408
Durusdinium21644	K08794
Durusdinium26886	K00471
Durusdinium49235	K01893
Durusdinium62015	K21918
Durusdinium31883	K03115
Durusdinium48464	K21862
Durusdinium13066	K20029
Durusdinium102046	K25070
Durusdinium9006	K10380
Durusdinium43276	K10046
Durusdinium2870	K07342
Durusdinium98671	K10949
Durusdinium8699	K23909
Durusdinium23404	K15261
Durusdinium4874	K10615
Durusdinium9383	K10380
Durusdinium86424	K22390
Durusdinium9852	K05592
Durusdinium95705	K16478
Durusdinium48275	K10260
Durusdinium9057	K05665
Durusdinium109007	K25861
Durusdinium50471	K01792
Durusdinium86638	K13696
Durusdinium63749	K01758
Durusdinium72143	K14379
Durusdinium32027	K03509
Durusdinium25518	K08869
Durusdinium16890	K07874
Durusdinium820	K07374
Durusdinium49822	K13100
Durusdinium32970	K14963
Durusdinium9259	K04954
Durusdinium95567	K10393
Durusdinium18098	K07375
Durusdinium17050	K21989
Durusdinium23572	K04853
Durusdinium968	K00831
Durusdinium6823	K22913
Durusdinium28199	K04078
Durusdinium16702	K15263
Durusdinium76743	K15371
Durusdinium16784	K03686
Durusdinium54435	K14832
Durusdinium91427	K09613
Durusdinium6946	K13202
Durusdinium20278	K00889
Durusdinium4487	K10380
Durusdinium6266	K14802
Durusdinium14150	K14834
Durusdinium2892	K00411
Durusdinium13565	K00167
Durusdinium73006	K07376
Durusdinium73558	K06942
Durusdinium48158	K12854
Durusdinium16188	K24835
Durusdinium74965	K01599
Durusdinium53631	K02983
Durusdinium11812	K17584
Durusdinium57545	K10389
Durusdinium87865	K14409
Durusdinium56079	K02870
Durusdinium61860	K08906
Durusdinium53013	K24253
Durusdinium4245	K07152
Durusdinium13978	K14724
Durusdinium57527	K04459
Durusdinium10848	K14753
Durusdinium111208	K17794
Durusdinium108050	K13444
Durusdinium50734	K12410
Durusdinium24243	K08151
Durusdinium48323	K14790
Durusdinium22206	K13647
Durusdinium28711	K15259
Durusdinium96089	K05218
Durusdinium116810	K00927
Durusdinium113391	K09516
Durusdinium50246	K09514
Durusdinium85080	K01127
Durusdinium59943	K04892
Durusdinium19848	K04409
Durusdinium31868	K05665
Durusdinium4454	K03438
Durusdinium8713	K11754
Durusdinium8240	K12849
Durusdinium25182	K17675
Durusdinium6304	K14165
Durusdinium112839	K02971
Durusdinium85507	K05794
Durusdinium83685	K14342
Durusdinium20854	K12835
Durusdinium113234	K17499
Durusdinium59996	K24205
Durusdinium9445	K09553
Durusdinium10166	K03438
Durusdinium11569	K09517
Durusdinium807	K03094
Durusdinium13327	K01719
Durusdinium5422	K11838
Durusdinium74879	K10669
Durusdinium110240	K05673
Durusdinium81810	K00390
Durusdinium14698	K03231
Durusdinium4924	K17757
Durusdinium45758	K10380
Durusdinium9362	K05884
Durusdinium86905	K10908
Durusdinium9763	K15198
Durusdinium24585	K10358
Durusdinium8602	K23730
Durusdinium26008	K22614
Durusdinium95502	K20689
Durusdinium80	K02178
Durusdinium84896	K00432
Durusdinium19506	K02690
