Ofaveolata267237	K00627
Ofaveolata252925	K04375
Ofaveolata263281	K05768
Ofaveolata264194	K11143
Ofaveolata264686	K21066
Ofaveolata262409	K20703
Ofaveolata176202	K06063
Ofaveolata260275	K05812
Ofaveolata266646	K04984
Ofaveolata269748	K05665
Ofaveolata267786	K15376
Ofaveolata271566	K23342
Ofaveolata258757	K07561
Ofaveolata260263	K20308
Ofaveolata265113	K22647
Ofaveolata268731	K12386
Ofaveolata248765	K23552
Ofaveolata204969	K11254
Ofaveolata176627	K07380
Ofaveolata249098	K03341
Ofaveolata269856	K07497
Ofaveolata214123	K14832
Ofaveolata264860	K10900
Ofaveolata257109	K06632
Ofaveolata266464	K22182
Ofaveolata259349	K09228
Ofaveolata236796	K04224
Ofaveolata269794	K10408
Ofaveolata266151	K08098
Ofaveolata256213	K12896
Ofaveolata264062	K12836
Ofaveolata162259	K21870
Ofaveolata269036	K12488
Ofaveolata237332	K22867
Ofaveolata239752	K02893
Ofaveolata247565	K04707
Ofaveolata225655	K02937
Ofaveolata257396	K13511
Ofaveolata264232	K12035
Ofaveolata248536	K14395
Ofaveolata257927	K03990
Ofaveolata222818	K10407
Ofaveolata255503	K12592
Ofaveolata265619	K08726
Ofaveolata255437	K15112
Ofaveolata173307	K04914
Ofaveolata265158	K01025
Ofaveolata205226	K15121
Ofaveolata909351	K21456
Ofaveolata255765	K00164
Ofaveolata100861	K01872
Ofaveolata199962	K24936
Ofaveolata262187	K11517
Ofaveolata245708	K19906
Ofaveolata262596	K20655
Ofaveolata219121	K03902
Ofaveolata250610	K03257
Ofaveolata267857	K23909
Ofaveolata257013	K05706
Ofaveolata239925	K10185
Ofaveolata243796	K15025
Ofaveolata262221	K09608
Ofaveolata261229	K13092
Ofaveolata268907	K16462
Ofaveolata243711	K09318
Ofaveolata265364	K12132
Ofaveolata258127	K21842
Ofaveolata236261	K04136
Ofaveolata269492	K01528
Ofaveolata249206	K00943
Ofaveolata59850	K04615
Ofaveolata266720	K04905
Ofaveolata263364	K02030
Ofaveolata266624	K09657
Ofaveolata264575	K08892
Ofaveolata264910	K23883
Ofaveolata265782	K05614
Ofaveolata268783	K03849
Ofaveolata263031	K13023
Ofaveolata255715	K24835
Ofaveolata254667	K10478
Ofaveolata259698	K24143
Ofaveolata240911	K08376
Ofaveolata264971	K06236
Ofaveolata161533	K06910
Ofaveolata269451	K20283
Ofaveolata2117904	K19347
Ofaveolata237481	K16755
Ofaveolata248942	K14962
Ofaveolata252254	K04612
Ofaveolata265789	K22656
Ofaveolata260711	K22790
Ofaveolata262533	K17341
Ofaveolata239328	K22614
Ofaveolata259110	K08776
Ofaveolata266090	K24734
Ofaveolata213794	K17341
Ofaveolata263897	K00717
Ofaveolata251242	K08545
Ofaveolata248389	K01135
Ofaveolata246529	K03902
Ofaveolata256958	K15033
Ofaveolata267138	K17582
Ofaveolata260549	K05619
Ofaveolata198949	K16681
Ofaveolata257274	K19681
Ofaveolata263773	K01880
Ofaveolata261383	K11861
Ofaveolata264238	K05502
Ofaveolata259532	K12843
Ofaveolata257045	K17499
Ofaveolata253192	K10260
Ofaveolata258080	K09646
Ofaveolata260215	K16302
Ofaveolata254526	K04136
Ofaveolata216586	K09510
Ofaveolata258087	K03691
Ofaveolata244963	K07497
Ofaveolata250183	K08439
Ofaveolata253960	K18405
Ofaveolata171096	K05929
Ofaveolata120561	K24936
Ofaveolata256276	K03521
Ofaveolata268027	K04606
Ofaveolata250071	K17790
Ofaveolata261141	K17087
Ofaveolata256155	K08744
Ofaveolata262438	K03138
Ofaveolata256181	K08132
Ofaveolata255777	K16455
Ofaveolata263693	K17255
Ofaveolata261341	K23961
Ofaveolata266618	K01109
Ofaveolata247831	K24835
Ofaveolata264987	K04615
Ofaveolata251751	K15441
Ofaveolata259378	K24508
Ofaveolata258785	K17689
Ofaveolata252514	K22746
Ofaveolata263087	K00939
Ofaveolata264498	K02886
Ofaveolata267353	K06238
Ofaveolata247051	K02218
Ofaveolata265647	K09848
Ofaveolata159293	K04746
Ofaveolata237081	K07937
Ofaveolata264666	K03678
Ofaveolata268340	K20195
Ofaveolata266741	K02999
Ofaveolata265564	K16479
Ofaveolata248964	K00262
Ofaveolata249032	K08187
Ofaveolata256586	K09317
Ofaveolata268260	K19983
Ofaveolata264777	K05850
Ofaveolata251659	K06061
Ofaveolata252894	K01462
Ofaveolata246414	K10478
Ofaveolata268363	K15382
Ofaveolata220357	K03017
Ofaveolata1484330	K05312
Ofaveolata118304	K14821
Ofaveolata246399	K05863
Ofaveolata260569	K08239
Ofaveolata258486	K24936
Ofaveolata268837	K00111
Ofaveolata249879	K13100
Ofaveolata260874	K15156
Ofaveolata250796	K03107
Ofaveolata269335	K08810
Ofaveolata258705	K04773
Ofaveolata263911	K12309
Ofaveolata232063	K06238
Ofaveolata251790	K00933
Ofaveolata263239	K04429
Ofaveolata240469	K22758
Ofaveolata266089	K14411
Ofaveolata264217	K19917
Ofaveolata252873	K04135
Ofaveolata263735	K06961
Ofaveolata255044	K24419
Ofaveolata262027	K06825
Ofaveolata261290	K11414
Ofaveolata261886	K10278
Ofaveolata260692	K05190
Ofaveolata265062	K24940
Ofaveolata254057	K01558
Ofaveolata263332	K18274
Ofaveolata268067	K09566
Ofaveolata262240	K09534
Ofaveolata257834	K01672
Ofaveolata269456	K11997
Ofaveolata250067	K11405
Ofaveolata255496	K10477
Ofaveolata261472	K18932
Ofaveolata259228	K16264
Ofaveolata263654	K11980
Ofaveolata262496	K14638
Ofaveolata260392	K21121
Ofaveolata216246	K12757
Ofaveolata261396	K18189
Ofaveolata268616	K05681
Ofaveolata249351	K09705
Ofaveolata268703	K17535
Ofaveolata264869	K11306
Ofaveolata254460	K23450
Ofaveolata1091226	K22790
Ofaveolata234577	K18488
Ofaveolata266044	K10779
Ofaveolata267038	K01262
Ofaveolata261427	K01735
Ofaveolata256022	K20217
Ofaveolata269292	K10366
Ofaveolata256518	K23092
Ofaveolata262522	K17500
Ofaveolata264301	K19619
Ofaveolata269602	K11416
Ofaveolata259005	K21626
Ofaveolata263793	K15185
Ofaveolata264111	K14085
Ofaveolata235906	K24835
Ofaveolata259458	K00744
Ofaveolata261764	K19511
Ofaveolata266145	K10841
Ofaveolata269729	K10144
Ofaveolata252597	K12311
Ofaveolata263247	K05126
Ofaveolata268885	K06633
Ofaveolata257334	K17613
Ofaveolata258191	K00461
Ofaveolata175322	K03063
Ofaveolata261160	K09530
Ofaveolata245080	K03029
Ofaveolata263305	K00508
Ofaveolata235819	K11254
Ofaveolata262402	K19907
Ofaveolata247585	K16620
Ofaveolata264673	K18327
Ofaveolata254127	K10380
Ofaveolata261404	K14995
Ofaveolata189988	K10380
Ofaveolata238016	K01480
Ofaveolata234814	K09571
Ofaveolata265508	K14400
Ofaveolata258665	K08283
Ofaveolata25296	K04194
Ofaveolata212073	K19757
Ofaveolata266778	K01886
Ofaveolata257982	K11717
Ofaveolata259672	K24459
Ofaveolata247874	K01565
Ofaveolata742764	K02927
Ofaveolata27061	K17341
Ofaveolata258674	K24522
Ofaveolata242508	K07874
Ofaveolata256174	K04362
Ofaveolata263595	K04150
Ofaveolata802	K03899
Ofaveolata267921	K13861
Ofaveolata266302	K11765
Ofaveolata229687	K02997
Ofaveolata268460	K18050
Ofaveolata249566	K05123
Ofaveolata268969	K06537
Ofaveolata235569	K02151
Ofaveolata760926	K20899
Ofaveolata264963	K09188
Ofaveolata265050	K20799
Ofaveolata233770	K19882
Ofaveolata268115	K11859
Ofaveolata126412	K02962
Ofaveolata252729	K23281
Ofaveolata267481	K05312
Ofaveolata267972	K18038
Ofaveolata265836	K01135
Ofaveolata245634	K02308
Ofaveolata265796	K02685
Ofaveolata238072	K08548
Ofaveolata22893	K05467
Ofaveolata251774	K09577
Ofaveolata260292	K20051
Ofaveolata262935	K22257
Ofaveolata44097	K01366
Ofaveolata256594	K14072
Ofaveolata267766	K24464
Ofaveolata258384	K04828
Ofaveolata237705	K18161
Ofaveolata263066	K08793
Ofaveolata239016	K10408
Ofaveolata261961	K11147
Ofaveolata263395	K02599
Ofaveolata262428	K23504
Ofaveolata268912	K12132
Ofaveolata150030	K02868
Ofaveolata268139	K16544
Ofaveolata1380170	K10802
Ofaveolata255335	K24841
Ofaveolata264784	K10477
Ofaveolata269257	K15731
Ofaveolata262415	K06792
Ofaveolata256234	K18170
Ofaveolata253803	K14328
Ofaveolata240418	K19914
Ofaveolata261850	K08621
Ofaveolata244708	K09084
Ofaveolata168104	K04986
Ofaveolata253647	K17401
Ofaveolata248718	K08202
Ofaveolata252234	K13528
Ofaveolata260642	K07517
Ofaveolata118562	K00939
Ofaveolata217938	K04662
Ofaveolata162194	K02955
Ofaveolata268867	K00665
Ofaveolata253568	K00444
Ofaveolata256648	K17307
Ofaveolata240591	K08378
Ofaveolata268952	K20994
Ofaveolata163496	K10355
Ofaveolata217591	K15837
Ofaveolata239880	K07915
Ofaveolata267081	K07931
Ofaveolata253980	K04144
Ofaveolata250325	K06129
Ofaveolata268876	K07369
Ofaveolata265434	K07374
Ofaveolata256674	K19021
Ofaveolata264804	K01324
Ofaveolata249159	K24098
Ofaveolata262285	K14152
Ofaveolata248108	K13443
Ofaveolata267625	K17341
Ofaveolata266173	K00515
Ofaveolata247412	K06773
Ofaveolata215821	K03626
Ofaveolata225504	K17383
Ofaveolata266082	K13989
Ofaveolata258294	K08789
Ofaveolata269389	K07497
Ofaveolata172969	K02183
Ofaveolata193192	K04988
Ofaveolata247389	K04459
Ofaveolata240371	K09668
Ofaveolata257901	K08707
Ofaveolata267649	K20526
Ofaveolata241477	K14079
Ofaveolata261216	K10085
Ofaveolata259209	K11412
Ofaveolata266899	K00889
Ofaveolata269202	K10592
Ofaveolata184448	K08375
Ofaveolata265041	K17701
Ofaveolata253068	K04405
Ofaveolata250783	K05929
Ofaveolata243304	K01017
Ofaveolata267839	K08520
Ofaveolata251632	K03648
Ofaveolata265803	K22017
Ofaveolata267987	K21879
Ofaveolata265764	K06641
Ofaveolata269695	K00288
Ofaveolata269414	K06753
Ofaveolata269392	K05673
Ofaveolata264901	K08375
Ofaveolata241835	K17197
Ofaveolata247144	K05126
Ofaveolata226153	K00382
Ofaveolata269469	K10891
Ofaveolata253305	K10457
Ofaveolata244643	K04696
Ofaveolata252276	K11494
Ofaveolata249629	K12873
Ofaveolata691199	K16681
Ofaveolata256450	K04224
Ofaveolata257312	K01025
Ofaveolata881872	K07936
Ofaveolata268041	K20879
Ofaveolata257553	K08606
Ofaveolata268064	K01196
Ofaveolata251321	K05181
Ofaveolata253213	K12275
Ofaveolata264715	K09848
Ofaveolata258339	K03236
Ofaveolata259693	K23002
Ofaveolata266016	K24337
Ofaveolata258864	K12897
Ofaveolata263250	K00659
Ofaveolata41566	K04887
Ofaveolata267291	K17341
Ofaveolata134892	K05643
Ofaveolata269429	K09624
Ofaveolata264826	K22614
Ofaveolata242126	K03063
Ofaveolata259608	K14072
Ofaveolata248601	K09649
Ofaveolata249045	K08076
Ofaveolata1722489	K17336
Ofaveolata254544	K08076
Ofaveolata234657	K22790
Ofaveolata248914	K14859
Ofaveolata267634	K16536
Ofaveolata269341	K12968
Ofaveolata264221	K11315
Ofaveolata257823	K07375
Ofaveolata245333	K15151
Ofaveolata250984	K18914
Ofaveolata268899	K10645
Ofaveolata269520	K22415
Ofaveolata261714	K04984
Ofaveolata263431	K10858
Ofaveolata266114	K01020
Ofaveolata246153	K12021
Ofaveolata261935	K24893
Ofaveolata260482	K23318
Ofaveolata249548	K02887
Ofaveolata246872	K06269
Ofaveolata267680	K16684
Ofaveolata250373	K14845
Ofaveolata268685	K14963
Ofaveolata260550	K17968
Ofaveolata261735	K10451
Ofaveolata267065	K12571
Ofaveolata263296	K12310
Ofaveolata260485	K04079
Ofaveolata263645	K19025
Ofaveolata257136	K00274
Ofaveolata262318	K04398
Ofaveolata254569	K06496
Ofaveolata74369	K10380
Ofaveolata252143	K17879
Ofaveolata263219	K23697
Ofaveolata248544	K07984
Ofaveolata250844	K04163
Ofaveolata1067069	K04612
Ofaveolata255945	K17458
Ofaveolata259661	K23288
Ofaveolata261937	K06560
Ofaveolata134882	K24706
Ofaveolata265353	K00911
Ofaveolata262772	K00166
Ofaveolata259093	K01273
Ofaveolata244305	K09561
Ofaveolata263798	K14072
Ofaveolata267216	K11997
Ofaveolata268485	K10165
Ofaveolata239736	K12947
Ofaveolata263153	K09848
Ofaveolata162192	K02872
Ofaveolata263114	K03143
Ofaveolata254438	K24822
Ofaveolata261408	K13121
Ofaveolata259176	K11824
Ofaveolata267948	K13783
Ofaveolata185568	K21988
Ofaveolata265859	K17592
Ofaveolata820818	K04828
Ofaveolata254586	K14455
Ofaveolata213294	K02358
Ofaveolata236702	K04223
Ofaveolata264022	K10394
Ofaveolata224320	K17341
Ofaveolata257780	K19827
Ofaveolata268570	K00474
Ofaveolata256045	K21989
Ofaveolata259583	K04144
Ofaveolata258289	K10765
Ofaveolata253432	K06238
Ofaveolata255735	K01756
Ofaveolata265315	K10141
Ofaveolata263330	K01530
Ofaveolata266859	K07377
Ofaveolata257670	K17277
Ofaveolata268879	K23092
Ofaveolata263717	K04150
Ofaveolata213269	K05330
Ofaveolata264940	K12132
Ofaveolata259652	K14785
Ofaveolata266394	K15255
Ofaveolata265393	K02183
Ofaveolata921082	K17341
Ofaveolata254905	K25421
Ofaveolata269598	K11491
Ofaveolata268849	K08844
Ofaveolata267655	K15182
Ofaveolata263234	K06095
Ofaveolata259374	K00710
Ofaveolata260939	K07200
Ofaveolata803624	K02132
Ofaveolata261839	K06666
Ofaveolata257058	K20406
Ofaveolata252418	K03671
Ofaveolata259245	K10889
Ofaveolata263493	K19828
Ofaveolata257189	K24792
Ofaveolata162176	K02183
Ofaveolata255301	K09339
Ofaveolata257012	K17973
Ofaveolata257591	K11224
Ofaveolata268594	K10454
Ofaveolata253353	K12668
Ofaveolata266085	K04984
Ofaveolata256701	K04144
Ofaveolata263348	K13956
Ofaveolata269444	K18261
Ofaveolata262764	K15190
Ofaveolata259934	K19329
Ofaveolata260252	K16060
Ofaveolata154379	K06254
Ofaveolata252065	K23609
Ofaveolata263268	K04422
Ofaveolata264334	K05126
Ofaveolata264611	K12168
Ofaveolata267562	K00654
Ofaveolata266316	K14611
Ofaveolata265293	K09598
Ofaveolata267722	K22614
Ofaveolata268956	K02374
Ofaveolata249302	K04285
Ofaveolata236068	K06560
Ofaveolata241416	K25421
Ofaveolata261262	K09702
Ofaveolata263789	K18665
Ofaveolata260631	K24835
Ofaveolata258838	K11672
Ofaveolata269381	K02324
Ofaveolata266768	K13649
Ofaveolata262176	K10641
Ofaveolata260197	K23092
Ofaveolata268396	K21554
Ofaveolata259360	K10443
Ofaveolata263986	K01866
Ofaveolata265810	K23405
Ofaveolata269686	K12035
Ofaveolata267617	K23718
Ofaveolata262042	K00505
Ofaveolata264249	K16686
Ofaveolata166877	K04861
Ofaveolata254168	K16342
Ofaveolata268024	K14571
Ofaveolata262186	K03133
Ofaveolata269102	K00318
Ofaveolata252345	K18621
Ofaveolata264781	K18398
Ofaveolata263051	K05657
Ofaveolata260015	K20792
Ofaveolata258296	K00109
Ofaveolata36653	K08076
Ofaveolata262182	K06824
Ofaveolata262687	K01112
Ofaveolata264814	K08378
Ofaveolata265338	K04830
Ofaveolata253934	K05679
Ofaveolata249354	K00182
Ofaveolata243793	K05192
Ofaveolata267298	K03766
Ofaveolata244516	K06278
Ofaveolata248166	K09206
Ofaveolata237204	K15303
Ofaveolata263956	K20129
Ofaveolata250926	K04375
Ofaveolata264240	K05208
Ofaveolata265511	K09230
Ofaveolata266905	K02030
Ofaveolata256006	K13698
Ofaveolata257990	K05312
Ofaveolata262950	K22561
Ofaveolata259101	K14946
Ofaveolata254144	K23567
Ofaveolata246634	K02925
Ofaveolata255200	K11649
Ofaveolata170397	K09496
Ofaveolata257649	K23801
Ofaveolata264183	K24431
Ofaveolata245928	K04615
Ofaveolata251647	K17920
Ofaveolata265692	K13046
Ofaveolata257358	K00637
Ofaveolata263619	K16747
Ofaveolata265175	K12343
Ofaveolata264419	K09523
Ofaveolata264645	K14410
Ofaveolata234314	K09339
Ofaveolata1656064	K21440
Ofaveolata239713	K03064
Ofaveolata264572	K04221
Ofaveolata259377	K10478
Ofaveolata239521	K05747
Ofaveolata103601	K04460
Ofaveolata261561	K25206
Ofaveolata223692	K04888
Ofaveolata269169	K10358
Ofaveolata244164	K19584
Ofaveolata1915413	K02183
Ofaveolata269284	K08794
Ofaveolata266346	K10667
Ofaveolata12579	K09676
Ofaveolata255365	K13091
Ofaveolata251760	K00312
Ofaveolata240494	K13866
Ofaveolata262281	K04505
Ofaveolata265423	K01359
Ofaveolata260527	K19882
Ofaveolata265101	K03355
Ofaveolata263028	K00641
Ofaveolata262961	K19330
Ofaveolata264864	K10746
Ofaveolata254750	K03245
Ofaveolata268549	K04615
Ofaveolata267538	K15717
Ofaveolata251252	K21862
Ofaveolata257500	K04978
Ofaveolata252474	K15688
Ofaveolata261462	K09441
Ofaveolata253545	K06754
Ofaveolata262942	K08823
Ofaveolata257679	K00744
Ofaveolata248152	K09203
Ofaveolata265410	K00819
Ofaveolata249694	K15614
Ofaveolata263308	K04605
Ofaveolata251524	K00461
Ofaveolata267343	K17963
Ofaveolata248232	K15015
Ofaveolata261544	K04165
Ofaveolata267161	K10457
Ofaveolata263669	K03555
Ofaveolata265240	K10605
Ofaveolata261615	K05742
Ofaveolata262301	K18439
Ofaveolata270028	K02138
Ofaveolata266521	K15254
Ofaveolata257172	K13109
Ofaveolata249883	K09305
Ofaveolata254946	K23610
Ofaveolata242801	K19948
Ofaveolata267111	K16727
Ofaveolata260806	K16621
Ofaveolata262650	K00315
Ofaveolata255298	K11471
Ofaveolata255499	K14072
Ofaveolata116664	K11093
Ofaveolata221650	K20196
Ofaveolata269004	K24055
Ofaveolata2026950	K14616
Ofaveolata267731	K06103
Ofaveolata262028	K00681
Ofaveolata265714	K00699
Ofaveolata1191384	K05312
Ofaveolata268724	K09189
Ofaveolata259744	K11153
Ofaveolata23741	K08375
Ofaveolata263062	K11271
Ofaveolata268896	K06491
Ofaveolata266269	K07953
Ofaveolata246480	K06795
Ofaveolata261098	K25216
Ofaveolata232521	K05692
Ofaveolata252992	K04905
Ofaveolata261729	K04968
Ofaveolata256670	K12796
Ofaveolata265995	K08869
Ofaveolata265256	K03704
Ofaveolata254579	K04919
Ofaveolata267599	K08815
Ofaveolata265123	K10380
Ofaveolata259397	K01135
Ofaveolata259676	K12179
Ofaveolata189719	K15618
Ofaveolata268367	K24332
Ofaveolata267025	K20053
Ofaveolata214987	K02187
Ofaveolata216704	K09490
Ofaveolata247297	K08029
Ofaveolata261531	K04148
Ofaveolata269336	K04079
Ofaveolata225647	K13728
Ofaveolata257827	K17816
Ofaveolata253627	K02134
Ofaveolata269509	K14168
Ofaveolata234303	K09207
Ofaveolata224107	K01551
Ofaveolata2528528	K24099
Ofaveolata265601	K17598
Ofaveolata266926	K12353
Ofaveolata256796	K19007
Ofaveolata265898	K08801
Ofaveolata269237	K03348
Ofaveolata257595	K25421
Ofaveolata266781	K05163
Ofaveolata250344	K24936
Ofaveolata265343	K13046
Ofaveolata268464	K24552
Ofaveolata240871	K01363
Ofaveolata268097	K06277
Ofaveolata268425	K09608
Ofaveolata252975	K04266
Ofaveolata261907	K23965
Ofaveolata181051	K14326
Ofaveolata255355	K23901
Ofaveolata1294782	K17341
Ofaveolata269652	K06265
Ofaveolata268845	K14383
Ofaveolata68981	K09317
Ofaveolata246160	K04632
Ofaveolata260727	K21773
Ofaveolata256455	K24469
Ofaveolata263917	K18260
Ofaveolata265982	K19176
Ofaveolata263602	K07378
Ofaveolata267097	K08683
Ofaveolata255775	K15901
Ofaveolata243906	K05313
Ofaveolata265288	K01275
Ofaveolata263674	K01019
Ofaveolata250380	K05087
Ofaveolata266140	K19932
Ofaveolata1714348	K04594
Ofaveolata248665	K04263
Ofaveolata262528	K04515
Ofaveolata267056	K25291
Ofaveolata262931	K16739
Ofaveolata264842	K09334
Ofaveolata206606	K12486
Ofaveolata259963	K07901
Ofaveolata266861	K14713
Ofaveolata255022	K07752
Ofaveolata235774	K22390
Ofaveolata257108	K03008
Ofaveolata158341	K00505
Ofaveolata262715	K01107
Ofaveolata265271	K17906
Ofaveolata218710	K11717
Ofaveolata263782	K07611
Ofaveolata213287	K11977
Ofaveolata257626	K19323
Ofaveolata140585	K12828
Ofaveolata258593	K17346
Ofaveolata265304	K00688
Ofaveolata258731	K06185
Ofaveolata240661	K09557
Ofaveolata266876	K12035
Ofaveolata264260	K10408
Ofaveolata142678	K10686
Ofaveolata235801	K23518
Ofaveolata268049	K02910
Ofaveolata258414	K16750
Ofaveolata264907	K03902
Ofaveolata267640	K07497
Ofaveolata267490	K04370
Ofaveolata214534	K00338
Ofaveolata257236	K03843
Ofaveolata71318	K14072
Ofaveolata254675	K19766
Ofaveolata253631	K14702
Ofaveolata268162	K08601
Ofaveolata262852	K00508
Ofaveolata250424	K00772
Ofaveolata245589	K00411
Ofaveolata162491	K04205
Ofaveolata268951	K19870
Ofaveolata251622	K07916
Ofaveolata256557	K03012
Ofaveolata200287	K04824
Ofaveolata174243	K11253
Ofaveolata264762	K17887
Ofaveolata267135	K11731
Ofaveolata114630	K08076
Ofaveolata261754	K17988
Ofaveolata267709	K15290
Ofaveolata247453	K05502
Ofaveolata259122	K22790
Ofaveolata269461	K05673
Ofaveolata253815	K04501
Ofaveolata268568	K08835
Ofaveolata265775	K16506
Ofaveolata266722	K17601
Ofaveolata260124	K06754
Ofaveolata260321	K21956
Ofaveolata262231	K23544
Ofaveolata269831	K04362
Ofaveolata251234	K11699
Ofaveolata260288	K22402
Ofaveolata261827	K19521
Ofaveolata252064	K24651
Ofaveolata261109	K08399
Ofaveolata248902	K16912
Ofaveolata215912	K17254
Ofaveolata266315	K01787
Ofaveolata265852	K13106
Ofaveolata264127	K11982
Ofaveolata80058	K16506
Ofaveolata261896	K16865
Ofaveolata254260	K21862
Ofaveolata260260	K10448
Ofaveolata256277	K14388
Ofaveolata65271	K06825
Ofaveolata245570	K14308
Ofaveolata237898	K20631
Ofaveolata255072	K10642
Ofaveolata268173	K12021
Ofaveolata259263	K10584
Ofaveolata251049	K04142
Ofaveolata255459	K07370
Ofaveolata267432	K24228
Ofaveolata267838	K08624
Ofaveolata260721	K13864
Ofaveolata245728	K09553
Ofaveolata217503	K07189
Ofaveolata259839	K04874
Ofaveolata261883	K10843
Ofaveolata267072	K17987
Ofaveolata267565	K18041
Ofaveolata260361	K04644
Ofaveolata269207	K19027
Ofaveolata266460	K08585
Ofaveolata267777	K24759
Ofaveolata266174	K11661
Ofaveolata256888	K23048
Ofaveolata260630	K12373
Ofaveolata268007	K06776
Ofaveolata218660	K07903
Ofaveolata245157	K16682
Ofaveolata221938	K01022
Ofaveolata269617	K08873
Ofaveolata264299	K10443
Ofaveolata254848	K12035
Ofaveolata260776	K20125
Ofaveolata263584	K07380
Ofaveolata269601	K07497
Ofaveolata120209	K10380
Ofaveolata252905	K11654
Ofaveolata268688	K22614
Ofaveolata246560	K19525
Ofaveolata252829	K11141
Ofaveolata253614	K17495
Ofaveolata248919	K05175
Ofaveolata252045	K13189
Ofaveolata12397	K04605
Ofaveolata249277	K04892
Ofaveolata258421	K21918
Ofaveolata262982	K08802
Ofaveolata266227	K10293
Ofaveolata265680	K13720
Ofaveolata240874	K06270
Ofaveolata262794	K16590
Ofaveolata265918	K17108
Ofaveolata265606	K18460
Ofaveolata246740	K24926
Ofaveolata261593	K04144
Ofaveolata263469	K06670
Ofaveolata264432	K20795
Ofaveolata263448	K20183
Ofaveolata241870	K15902
Ofaveolata257850	K07918
Ofaveolata161426	K24835
Ofaveolata266230	K07188
Ofaveolata237135	K04539
Ofaveolata245140	K24464
Ofaveolata250068	K24936
Ofaveolata128008	K20823
Ofaveolata259131	K05292
Ofaveolata242330	K03654
Ofaveolata256461	K17560
Ofaveolata267282	K14857
Ofaveolata266364	K14026
Ofaveolata266980	K07377
Ofaveolata260978	K09395
Ofaveolata258114	K24469
Ofaveolata263634	K05929
Ofaveolata241130	K12035
Ofaveolata214075	K24270
Ofaveolata263835	K15261
Ofaveolata262565	K24195
Ofaveolata2117042	K06819
Ofaveolata1312012	K19467
Ofaveolata268632	K09699
Ofaveolata238800	K00572
Ofaveolata240401	K22872
Ofaveolata247337	K17341
